"jour","route_id","customer_id","client","heure_debut","heure_fin","note"
"Mardi","50010","300622","NATIONEX SHERBROOKE","00:00:00","19:45:00",
"Mardi","50014","150936","NOBLE GIFT","00:00:00","16:15:00",
"Mardi","50016","302184","NORKA LIVING","00:00:00","14:30:00",
"Mardi","50130","151463","NUTRAMERICA","00:00:00","15:00:00",
"Mardi","57104","301780","OBERSON","00:00:00","16:00:00",
"Mardi","55601","303142","ONE WAY NOVELTIES INC.","00:00:00","13:30:00",""
"Mardi","50017","303452","PARAMEDIC CANADA INC.","00:00:00","16:00:00",""
"Mardi","50008","300968","PNEUS A RABAIS 2","00:00:00","08:30:00","Porte 6 ou 7"
"Mardi","50130","155100","PRIME FOCUS ENDOSCOPY","00:00:00","15:00:00",
"Mardi","50017","154786","PRO PNEUS DEMARTIGNY INC","00:00:00","13:00:00",
"Mardi","50002","159947","PRODUITS SANITAIRES ROYAL NET INC.","00:00:00","15:00:00",
"Mardi","50004","156200","PROLOGUE DISTRIBUTION","00:00:00","22:00:00",
"Mardi","50002","163000","PROMOTION DU LIVRE SDM INC","00:00:00","13:45:00",
"Mardi","50013","301566","PROMOTION RODEL","00:00:00","15:50:00",
"Mardi","50013","102620","PROMOTIONS ATLANTIQUES","00:00:00","13:40:00",
"Mardi","50004","156203","PROMOTIONS C.D. INC.","00:00:00","18:30:00",
"Mardi","50009","158563","QUINCAILLERIE RICHELIEU LTEE","00:00:00","20:00:00",
"Mardi","50001","102680","QUINCAILLERIE RICHELIEU LTEE RELIABLE","00:00:00","17:25:00",
"Mardi","55610","302874","REPAS WECOOK (MEALKIT)","00:00:00","17:00:00",
"Mardi","50000","302249","RESTOCK CANADA WIPTEC","00:00:00","00:00:00",
"Mardi","50029","158800","ROCHELEAU","00:00:00","15:15:00",
"Mardi","50001","301430","SAIL PLEIN AIR","00:00:00","13:00:00",
"Mardi","50029","161402","SANI-MARC INC.","00:00:00","15:45:00",
"Mardi","50011","161425","SARSTEDT INC.                           ","00:00:00","15:00:00",
"Mardi","50002","302365","SHIPTO","00:00:00","14:00:00",
"Mardi","50002","303538","SHIPTO 2","00:00:00","14:00:00",""
"Mardi","55609","303005","SIMONS PICKUP POINTE CLAIRE","00:00:00","14:15:00",""
"Mardi","50012","303003","SIMONS PICKUP ST-BRUNO","00:00:00","15:30:00",
"Mardi","50010","303041","SINOPÉ","00:00:00","12:00:00",
"Mardi","50000","300954","SONAR LIMITED PARTNERSHIP","00:00:00","14:00:00",
"Mardi","50024","303547","SPI HEALTH & SAFETY","00:00:00","17:30:00",""
"Mardi","50009","300118","STAPLES CANADA ULC","00:00:00","19:30:00",
"Mardi","50025","107000","STAPLES CANADA ULC","00:00:00","22:30:00",
"Mardi","50018","161422","SUPERIOR SANY SOLUTIONS ","00:00:00","14:45:00",
"Mardi","50018","302891","SUPERIOR SANY SOLUTIONS DIV. IMPERIAL DADE","00:00:00","14:45:00",
"Mardi","50013","102570","SUPPLEMENTS AROMATIK INC.","00:00:00","15:15:00",
"Mardi","50016","164964","SUZY'S INC","00:00:00","14:30:00",
"Mardi","50001","302225","TANDEM 3PL","00:00:00","15:00:00",
"Mardi","50011","302190","TECHNOLOGIES EDUCATIO INC","00:00:00","14:00:00",
"Mardi","50009","301421","TECHNOLOGIES EDUCATION INC QC LOISIRS","00:00:00","14:30:00",
"Mardi","50001","165502","TENZO INC","00:00:00","15:45:00",
"Mardi","50001","302293","UPSIDEDRINKS.CA","00:00:00","15:15:00",""
"Mardi","50012","168059","V-TO INC. ( ST-HYACINTHE )","00:00:00","14:30:00",
"Mardi","50014","303336","VERYSMART","00:00:00","14:55:00",""
"Mardi","50029","302568","VIVA PANETTONE THERMIQUE","00:00:00","13:00:00",
"Mardi","50024","302414","WAREHOUSE","00:00:00","17:15:00",
"Mardi","50019","114849","FOURNITURES DE BUREAU DENIS","12:00:00","19:45:00",
"Mardi","50007","158210","RAPIFLEX DISTRIBUTION","15:00:00","14:45:00",
"Mardi","50019","165776","TOMRA CANADA INC","15:00:00","13:45:00",
"Mardi","50003","301401","ALIMENT SNACK","16:30:00","13:30:00",
"Mardi","50006","102300","AMI-CO INC #1","16:30:00","16:00:00",
"Mardi","50018","109105","CANAROPA (1954) INC.","16:30:00","16:15:00",
"Mardi","50007","144784","COMPLEXE MULTIFONCTIONNEL LQ ( CMLQ )","16:30:00","16:10:00",
"Mardi","50007","301075","KARINE JONCAS COSMETIQUES","16:30:00","15:15:00",
"Mardi","50013","101472","MESSAGERIES A.D.P. INC. (RETOURS)","16:30:00","10:00:00",
"Mardi","50024","156202","PROLOGUE (RETOURS)","16:30:00","13:00:00",
"Mardi","50024","158568","RICOCHET","16:30:00","14:45:00",
"Mardi","50016","164285","SONALCO   ","16:30:00","15:00:00",
"Mardi","50017","102689","ATTITUDES IMPORT INC","17:00:00","15:15:00",
"Mardi","50014","151185","BAYARD PRESSE CANADA INC ( ADELF )","17:00:00","14:00:00",
"Mardi","50009","109008","CANARM","17:00:00","13:45:00",
"Mardi","50001","302129","CENTRE DU TRAVAILLEUR FH INC","17:00:00","16:20:00",
"Mardi","50018","105210","D'AMOUR BICYCLE","17:00:00","16:45:00",
"Mardi","50013","301226","GRANDWEST ENTERPRISES DISTAM (EASTERN DIVISION)","17:00:00","16:15:00",
"Mardi","50027","124417","L'EMBALLAGE TOUT","17:00:00","14:40:00",
"Mardi","50016","268418","PROVO LTD MTL","17:00:00","16:15:00",
"Mardi","50013","158545","REMI CARRIER INC","17:00:00","16:30:00",
"Mardi","50002","302026","RUBINO SHOES","17:00:00","16:30:00",
"Mardi","50008","158547","SERVICES REMTEC INC","17:00:00","16:00:00",
"Mardi","50044","302004","SHIP-PRO SOLUTIONS","17:00:00","15:00:00",
"Mardi","50011","301250","TRANS-HERBE","17:00:00","00:00:00",
"Mardi","50018","301321","BRAULT & BOUTHILLIER (GR)","18:00:00","17:00:00",
"Mardi","50018","145969","MIDLAND TRANSPORT LIMITED","18:00:00","14:15:00",
"Mercredi","50008","302041","BOUCLAIR",,"12:00:00",""
"Mercredi","50007","301320","BRAULT & BOUTHILLIER (BEAUMONT)",,"14:00:00","7h00-15h30"
"Mercredi","50012","112005","BUROPRO CITATION DRUMMONVILLE",,"10:15:00",
"Mercredi","50019","114309","DANESCO INC",,"14:30:00","Fermeture 16h00"
"Mercredi","55610","303548","DESIGNME HAIR ",,"14:30:00","Fermeture 15h30"
"Mercredi","50012","163860","DISTRIBUTION SIGNATURE INC",,"15:00:00",""
"Mercredi","50019","303546","FASTCO CANADA",,"15:30:00",""
"Mercredi","50024","303322","J.E. MONDOU MASCOUCHE",,"20:00:00",""
"Mercredi","50130","136850","J.L. INC.",,"14:00:00",""
"Mercredi","50011","111444","LES EDITIONS C.E.C INC (NAT_FLEX )",,"15:30:00",""
"Mercredi","50002","164445","LES OLIVERAIES STAVROPOULOS",,"15:30:00",""
"Mercredi","55610","302606","LEVITON",,"15:00:00","15:00"
"Mercredi","50010","144885","LUDIK DISTRIBUTION",,"14:45:00","Fermeture 16h00"
"Mercredi","50004","113300","NATIONEX",,"20:00:00",
"Mercredi","50012","300620","NATIONEX DRUMMONDVILLE",,"10:45:00",
"Mercredi","50024","156200","PROLOGUE DISTRIBUTION",,"17:00:00",
"Mercredi","50002","165506","SPICERS CANADA ULC",,"18:45:00"," nouveau cadre syndical de 3-11pm.  Important de maintenir cueillette à 18h45. L’entrepôt ouvert jus"
"Mercredi","50027","112140","TC MEDIA LIVRE INC (COLLECT)",,"14:30:00",""
"Mercredi","53007","303299","TRUDEAU CORPORATION INTERNATIONAL INC",,"13:00:00",""
"Mercredi","50007","303513","YUPIK",,"15:00:00","Ferme 17h"
"Mercredi","50011","124435","124435","00:00:00","14:30:00",
"Mercredi","50010","137814","137814","00:00:00","18:00:00",""
"Mercredi","50000","105880","155030 CANADA INC ( JEUX DE FAMILLE )","00:00:00","13:00:00",
"Mercredi","50010","165495","165495","00:00:00","19:00:00",
"Mercredi","50024","303495","A1 IMPORTS","00:00:00","13:30:00","Fermeture 15h30"
"Mercredi","50010","101439","ACTION O&P INC","00:00:00","16:30:00",
"Mercredi","50005","301311","AGENCE 2L","00:00:00","13:45:00",
"Mercredi","50016","302448","ALTITUDE SPORTS","00:00:00","17:15:00",
"Mercredi","50013","102674","ATLAS TRAILER COACH PRODUCTS","00:00:00","16:30:00",
"Mercredi","50011","303629","AUTO COUNTRY MONTRÉAL","00:00:00","15:00:00","9h00-17h00"
"Mercredi","50011","102790","AUTRUCHE","00:00:00","13:00:00","Ferme 14h30"
"Mercredi","50017","302586","B&B C/O EKKINOX","00:00:00","14:00:00",
"Mercredi","50013","301166","BBQ QUÉBEC LONGUEUIL (B2C)","00:00:00","13:30:00",
"Mercredi","50017","103390","BEAUTE STAR INC ( MTL )","00:00:00","17:00:00",
"Mercredi","50001","302001","BENTLEY (WIPTEC)","00:00:00","18:30:00",
"Mercredi","50001","105491","BLC INT'L INC ( LE GROUPE )","00:00:00","16:45:00",
"Mercredi","50125","301114","BLINDS TO GO","00:00:00","00:00:00",
"Mercredi","50019","302041","BOUCLAIR","00:00:00","16:00:00",""
"Mercredi","50019","303280","BOUCLAIR 24 HEURES","00:00:00","16:00:00",""
"Mercredi","50016","107821","BROWNING CANADA SPORTS LTEE","00:00:00","15:30:00",""
"Mercredi","50016","107820","BROWNING CANADA SPORTS LTEE ( AAF )","00:00:00","15:30:00",
"Mercredi","50013","167812","CADRES VERBEC INC","00:00:00","15:20:00",
"Mercredi","50014","103109","CAFE BARISTA INC","00:00:00","14:50:00",
"Mercredi","50129","303197","CAFE LIEGEOIS","00:00:00","10:00:00",""
"Mercredi","50019","302525","CAMBIUM DISTRIBUTION","00:00:00","16:45:00",
"Mercredi","50002","110997","CARDINAL COURRIERS LTEE","00:00:00","18:15:00",
"Mercredi","50001","303067","CATSPORTS","00:00:00","15:45:00",
"Mercredi","50004","112060","CHALUT DIV BEAUTY SYSTEMS GROUP INC","00:00:00","21:00:00",
"Mercredi","50010","301984","CHANTAL LACROIX B2C","00:00:00","13:30:00",""
"Mercredi","50016","112122","CHAUSSURES M&M FOOTWEAR","00:00:00","15:00:00",
"Mercredi","55609","303306","COLIBRI","00:00:00","17:30:00",""
"Mercredi","50004","113333","COMMONWEALTH PLYWOOD (BOUCH)","00:00:00","19:30:00",
"Mercredi","50001","301229","COMPASS GROUP CANADA/MA CAFÉINE","00:00:00","13:00:00",
"Mercredi","50012","300482","CONFORT EXCELFLEX (BLEU ECO)","00:00:00","14:00:00",
"Mercredi","55609","303557","COPICOM MONTRÉAL","00:00:00","14:00:00","toujours apporter 2 cages"
"Mercredi","55609","113976","COURRIER PLUS","00:00:00","18:00:00",
"Mercredi","50029","125007","DATA COMMUNICATION","00:00:00","18:15:00",
"Mercredi","50000","300684","DECATHLON","00:00:00","18:00:00",
"Mercredi","50014","118950","DIFFUSION DIMEDIA INC.","00:00:00","17:00:00",
"Mercredi","50014","303598","DIFFUSION DIMEDIA INC. - SNR","00:00:00","17:00:00",""
"Mercredi","50014","131120","DISTRIBUTION HMH INC ","00:00:00","13:30:00",
"Mercredi","50027","300627","DISTRIBUTION MORISSETTE","00:00:00","16:00:00",
"Mercredi","50012","155787","DISTRIBUTION PRO EXCELLENCE-87","00:00:00","13:30:00",
"Mercredi","50118","303256","DISTRIBUTIONS EL-TEX","00:00:00","00:00:00",""
"Mercredi","50002","120468","DOMINION BLUELINE","00:00:00","18:00:00",
"Mercredi","50015","300630","DUFORT LAVIGNE ( ROBERT )","00:00:00","17:00:00",
"Mercredi","50010","120790","DUROPAC","00:00:00","16:10:00",
"Mercredi","50029","166045","EAB TOOL COMPANY","00:00:00","14:45:00",
"Mercredi","55601","121385","EDELSTEIN DIVERSIFIED CO LTD - ECHOTAPE","00:00:00","15:00:00",
"Mercredi","50001","302624","EMPIRE","00:00:00","15:30:00",
"Mercredi","50013","130400","ENTREPRISES HAMELIN","00:00:00","13:00:00",
"Mercredi","50005","121395","ERGOGRIP","00:00:00","15:15:00",
"Mercredi","50002","301238","EVOLUTION","00:00:00","16:25:00",
"Mercredi","50018","124547","FABRAPLY INC.","00:00:00","14:00:00",
"Mercredi","50007","302339","FABRICVILLE","00:00:00","16:00:00",
"Mercredi","50001","303201","FAMILYCROPS","00:00:00","15:35:00",
"Mercredi","50013","125388","FORMEDICA LTEE","00:00:00","14:45:00",
"Mercredi","50016","302958","FRANKLIN EMPIRE","00:00:00","16:45:00",
"Mercredi","50011","129320","GRAND PRIX IMPORT","00:00:00","17:10:00",
"Mercredi","50001","301022","GROUPE PHARMA","00:00:00","15:35:00",
"Mercredi","50024","129900","GUAY BEAUTE INC","00:00:00","15:50:00",
"Mercredi","50001","107860","HAMSTER (DIV. DE NOVEXCO INC.)","00:00:00","19:45:00",
"Mercredi","50006","107860","HAMSTER (DIV. DE NOVEXCO INC.)","00:00:00","22:00:00",
"Mercredi","50009","107860","HAMSTER (DIV. DE NOVEXCO INC.)","00:00:00","13:00:00","LIVRAISON DE RETOUR"
"Mercredi","50002","130635","HARNOIS ENERGIES","00:00:00","15:30:00",
"Mercredi","50011","131085","HIBBERT INTERNATIONAL INC.","00:00:00","16:15:00",
"Mercredi","50012","300659","HMH ENVELOPPE","00:00:00","00:00:00",
"Mercredi","50018","131875","HRS GLOBAL (9266-1677 QC INC)","00:00:00","14:30:00",
"Mercredi","50004","303322","J.E. MONDOU MASCOUCHE","00:00:00","23:00:00",""
"Mercredi","50019","303220","L'EMBALLAGE TOUT 3PL PIVAL STE-ANNE DE BELLEVUE","00:00:00","14:00:00","Ferme 14h40"
"Mercredi","50028","301212","LA MAISON SIMONS","00:00:00","00:00:00",
"Mercredi","50018","302189","LE JEAN BLEU INC","00:00:00","17:15:00",
"Mercredi","50004","302061","LE MAGASIN DES COMMERÇANTS S&P","00:00:00","16:30:00",
"Mercredi","50019","302180","LEADER AUTO RESSOURCE","00:00:00","16:00:00",
"Mercredi","50002","168070","LES ATTACHES VISCAN","00:00:00","17:00:00",
"Mercredi","50011","111445","LES EDITIONS CEC INC","00:00:00","15:30:00",
"Mercredi","50024","157449","LES EQUIPEMENTS QUEMONT INC","00:00:00","16:30:00",
"Mercredi","50011","164210","LES SOEURS EN VRAC","00:00:00","16:00:00",
"Mercredi","50018","140702","LIEBERMANTEXTILES","00:00:00","15:00:00",""
"Mercredi","50009","301776","LINEN CHEST","00:00:00","14:15:00",
"Mercredi","50005","302039","LOTO-QUEBEC LOTERIES 2022","00:00:00","16:00:00",
"Mercredi","50005","302039","LOTO-QUEBEC LOTERIES 2022","00:00:00","12:10:00",
"Mercredi","50027","303591","MAISON JACYNTHE B2B","00:00:00","15:00:00",""
"Mercredi","50027","303019","MAISON JACYNTHE INC","00:00:00","15:00:00",""
"Mercredi","50008","302226","MARIE-CLAIRE B2B","00:00:00","14:15:00",
"Mercredi","50024","145369","MARION DISTRIBUTION","00:00:00","15:15:00",
"Mercredi","50001","145425","MARTECH","00:00:00","14:45:00",
"Mercredi","50016","145496","MATCO PACKAGING INC","00:00:00","16:00:00",
"Mercredi","50009","145898","MEDIATECH","00:00:00","15:30:00",""
"Mercredi","50018","145915","MEDIQUE MEDICAL SUPPLIES ( MGBR ) INC","00:00:00","15:00:00",
"Mercredi","55601","303085","MEGA VENTE D'ENTREPOT","00:00:00","13:30:00",
"Mercredi","55609","302149","MES FOURNITURES.CA","00:00:00","13:00:00",
"Mercredi","50011","101465","MESSAGERIES A.D.P  INC.","00:00:00","19:30:00",
"Mercredi","50006","145969","MIDLAND TRANSPORT LIMITED","00:00:00","00:00:00","LIVRAISON"
"Mercredi","50007","182019","NASRI  INTERNATIONAL INC","00:00:00","16:00:00",
"Mercredi","50001","113300","NATIONEX","00:00:00","18:00:00",
"Mercredi","50008","113300","NATIONEX","00:00:00","12:00:00",
"Mercredi","50009","113300","NATIONEX","00:00:00","18:00:00",
"Mercredi","50011","113300","NATIONEX","00:00:00","19:00:00",
"Mercredi","50017","113300","NATIONEX","00:00:00","19:15:00",
"Mercredi","50024","113300","NATIONEX","00:00:00","19:00:00",
"Mercredi","50010","113300","NATIONEX","00:00:00","17:00:00",
"Mercredi","50000","113300","NATIONEX","00:00:00","19:30:00",
"Mercredi","50005","113300","NATIONEX","00:00:00","12:50:00",
"Mercredi","50005","113300","NATIONEX","00:00:00","18:00:00",
"Mercredi","50029","113300","NATIONEX","00:00:00","20:00:00",
"Mercredi","50018","300618","NATIONEX BLAINVILLE","00:00:00","19:00:00",
"Mercredi","50017","300618","NATIONEX BLAINVILLE","00:00:00","21:45:00",
"Mercredi","50024","300618","NATIONEX BLAINVILLE","00:00:00","17:45:00",
"Mercredi","50029","300620","NATIONEX DRUMMONDVILLE","00:00:00","16:45:00",
"Mercredi","50010","300622","NATIONEX SHERBROOKE","00:00:00","19:45:00",
"Mercredi","50014","150936","NOBLE GIFT","00:00:00","16:15:00",
"Mercredi","50016","302184","NORKA LIVING","00:00:00","14:30:00",
"Mercredi","50130","151463","NUTRAMERICA","00:00:00","15:00:00",
"Mercredi","57104","301780","OBERSON","00:00:00","16:00:00",
"Mercredi","55601","303142","ONE WAY NOVELTIES INC.","00:00:00","13:30:00",""
"Mercredi","50017","303452","PARAMEDIC CANADA INC.","00:00:00","16:00:00",""
"Mercredi","50008","300968","PNEUS A RABAIS 2","00:00:00","08:30:00","Porte 6 ou 7"
"Mercredi","50130","155100","PRIME FOCUS ENDOSCOPY","00:00:00","15:00:00",
"Mercredi","50017","154786","PRO PNEUS DEMARTIGNY INC","00:00:00","13:00:00",
"Mercredi","50002","159947","PRODUITS SANITAIRES ROYAL NET INC.","00:00:00","15:00:00",
"Mercredi","50004","156200","PROLOGUE DISTRIBUTION","00:00:00","22:00:00",
"Mercredi","50002","163000","PROMOTION DU LIVRE SDM INC","00:00:00","13:45:00",
"Mercredi","50013","301566","PROMOTION RODEL","00:00:00","15:50:00",
"Mercredi","50013","102620","PROMOTIONS ATLANTIQUES","00:00:00","13:40:00",
"Mercredi","50004","156203","PROMOTIONS C.D. INC.","00:00:00","18:30:00",
"Mercredi","50009","158563","QUINCAILLERIE RICHELIEU LTEE","00:00:00","20:00:00",
"Mercredi","50001","102680","QUINCAILLERIE RICHELIEU LTEE RELIABLE","00:00:00","17:25:00",
"Mercredi","55610","302874","REPAS WECOOK (MEALKIT)","00:00:00","17:00:00",
"Mercredi","50000","302249","RESTOCK CANADA WIPTEC","00:00:00","00:00:00",
"Mercredi","50029","158800","ROCHELEAU","00:00:00","15:15:00",
"Mercredi","50001","301430","SAIL PLEIN AIR","00:00:00","13:00:00",
"Mercredi","50029","161402","SANI-MARC INC.","00:00:00","15:45:00",
"Mercredi","50011","161425","SARSTEDT INC.                           ","00:00:00","15:00:00",
"Mercredi","50002","302365","SHIPTO","00:00:00","14:00:00",
"Mercredi","50002","303538","SHIPTO 2","00:00:00","14:00:00",""
"Mercredi","55609","303005","SIMONS PICKUP POINTE CLAIRE","00:00:00","14:15:00",""
"Mercredi","50012","303003","SIMONS PICKUP ST-BRUNO","00:00:00","15:30:00",
"Mercredi","50000","300954","SONAR LIMITED PARTNERSHIP","00:00:00","14:00:00",
"Mercredi","50024","303547","SPI HEALTH & SAFETY","00:00:00","17:30:00",""
"Mercredi","50009","300118","STAPLES CANADA ULC","00:00:00","19:30:00",
"Mercredi","50025","107000","STAPLES CANADA ULC","00:00:00","22:30:00",
"Mercredi","50018","161422","SUPERIOR SANY SOLUTIONS ","00:00:00","14:45:00",
"Mercredi","50018","302891","SUPERIOR SANY SOLUTIONS DIV. IMPERIAL DADE","00:00:00","14:45:00",
"Mercredi","50013","102570","SUPPLEMENTS AROMATIK INC.","00:00:00","15:15:00",
"Mercredi","50016","164964","SUZY'S INC","00:00:00","14:30:00",
"Mercredi","50001","302225","TANDEM 3PL","00:00:00","15:00:00",
"Mercredi","50011","302190","TECHNOLOGIES EDUCATIO INC","00:00:00","14:00:00",
"Mercredi","50009","301421","TECHNOLOGIES EDUCATION INC QC LOISIRS","00:00:00","14:30:00",
"Mercredi","50001","165502","TENZO INC","00:00:00","15:45:00",
"Mercredi","50001","302293","UPSIDEDRINKS.CA","00:00:00","15:15:00",""
"Mercredi","50012","168059","V-TO INC. ( ST-HYACINTHE )","00:00:00","14:30:00",
"Mercredi","50014","303336","VERYSMART","00:00:00","14:55:00",""
"Mercredi","50029","302568","VIVA PANETTONE THERMIQUE","00:00:00","13:00:00",
"Mercredi","50024","302414","WAREHOUSE","00:00:00","17:15:00",
"Mercredi","50019","114849","FOURNITURES DE BUREAU DENIS","12:00:00","19:45:00",
"Mercredi","50007","158210","RAPIFLEX DISTRIBUTION","15:00:00","14:45:00",
"Mercredi","50019","165776","TOMRA CANADA INC","15:00:00","13:45:00",
"Mercredi","50003","301401","ALIMENT SNACK","16:30:00","13:30:00",
"Mercredi","50006","102300","AMI-CO INC #1","16:30:00","16:00:00",
"Mercredi","50018","109105","CANAROPA (1954) INC.","16:30:00","16:15:00",
"Mercredi","50007","144784","COMPLEXE MULTIFONCTIONNEL LQ ( CMLQ )","16:30:00","16:10:00",
"Mercredi","50007","301075","KARINE JONCAS COSMETIQUES","16:30:00","15:15:00",
"Mercredi","50013","101472","MESSAGERIES A.D.P. INC. (RETOURS)","16:30:00","10:00:00",
"Mercredi","50024","156202","PROLOGUE (RETOURS)","16:30:00","13:00:00",
"Mercredi","50024","158568","RICOCHET","16:30:00","14:45:00",
"Mercredi","50016","164285","SONALCO   ","16:30:00","15:00:00",
"Mercredi","50017","102689","ATTITUDES IMPORT INC","17:00:00","15:15:00",
"Mercredi","50014","151185","BAYARD PRESSE CANADA INC ( ADELF )","17:00:00","14:00:00",
"Mercredi","50009","109008","CANARM","17:00:00","13:45:00",
"Mercredi","50001","302129","CENTRE DU TRAVAILLEUR FH INC","17:00:00","16:20:00",
"Mercredi","50018","105210","D'AMOUR BICYCLE","17:00:00","16:45:00",
"Mercredi","50013","301226","GRANDWEST ENTERPRISES DISTAM (EASTERN DIVISION)","17:00:00","16:15:00",
"Mercredi","50027","124417","L'EMBALLAGE TOUT","17:00:00","14:40:00",
"Mercredi","50016","268418","PROVO LTD MTL","17:00:00","16:15:00",
"Mercredi","50013","158545","REMI CARRIER INC","17:00:00","16:30:00",
"Mercredi","50002","302026","RUBINO SHOES","17:00:00","16:30:00",
"Mercredi","50008","158547","SERVICES REMTEC INC","17:00:00","16:00:00",
"Mercredi","50044","302004","SHIP-PRO SOLUTIONS","17:00:00","15:00:00",
"Mercredi","50011","301250","TRANS-HERBE","17:00:00","00:00:00",
"Mercredi","50018","301321","BRAULT & BOUTHILLIER (GR)","18:00:00","17:00:00",
"Mercredi","50018","145969","MIDLAND TRANSPORT LIMITED","18:00:00","14:15:00",
"Jeudi","50008","302041","BOUCLAIR",,"12:00:00",""
"Jeudi","50007","301320","BRAULT & BOUTHILLIER (BEAUMONT)",,"14:00:00","7h00-15h30"
"Jeudi","50012","112005","BUROPRO CITATION DRUMMONVILLE",,"10:15:00",
"Jeudi","50019","114309","DANESCO INC",,"14:30:00","Fermeture 16h00"
"Jeudi","55610","303548","DESIGNME HAIR ",,"14:30:00","Fermeture 15h30"
"Jeudi","50012","163860","DISTRIBUTION SIGNATURE INC",,"15:00:00",""
"Jeudi","50019","303546","FASTCO CANADA",,"15:30:00",""
"Jeudi","50015","303322","J.E. MONDOU MASCOUCHE",,"20:00:00",""
"Jeudi","50130","136850","J.L. INC.",,"14:00:00",""
"Jeudi","50011","111444","LES EDITIONS C.E.C INC (NAT_FLEX )",,"15:30:00",""
"Jeudi","50002","164445","LES OLIVERAIES STAVROPOULOS",,"15:30:00",""
"Jeudi","55610","302606","LEVITON",,"15:00:00","15:00"
"Jeudi","50010","144885","LUDIK DISTRIBUTION",,"14:45:00","Fermeture 16h00"
"Jeudi","50004","113300","NATIONEX",,"20:00:00",
"Jeudi","50012","300620","NATIONEX DRUMMONDVILLE",,"10:45:00",
"Jeudi","50027","303523","NOVENTRA INDUSTRIES",,"14:00:00","porte 113 ou 114, Ferme a 16h"
"Jeudi","50024","156200","PROLOGUE DISTRIBUTION",,"17:00:00",
"Jeudi","50002","165506","SPICERS CANADA ULC",,"18:45:00"," nouveau cadre syndical de 3-11pm.  Important de maintenir cueillette à 18h45. L’entrepôt ouvert jus"
"Jeudi","50027","112140","TC MEDIA LIVRE INC (COLLECT)",,"14:30:00",""
"Jeudi","53007","303299","TRUDEAU CORPORATION INTERNATIONAL INC",,"13:00:00",""
"Jeudi","50007","303513","YUPIK",,"15:00:00","Ferme 17h"
"Jeudi","50011","124435","124435","00:00:00","14:30:00",
"Jeudi","50010","137814","137814","00:00:00","22:30:00",""
"Jeudi","50000","105880","155030 CANADA INC ( JEUX DE FAMILLE )","00:00:00","13:00:00",
"Jeudi","50010","165495","165495","00:00:00","19:00:00",
"Jeudi","50024","303495","A1 IMPORTS","00:00:00","13:30:00","Fermeture 15h30"
"Jeudi","50010","101439","ACTION O&P INC","00:00:00","16:30:00",
"Jeudi","50005","301311","AGENCE 2L","00:00:00","13:45:00",
"Jeudi","50016","302448","ALTITUDE SPORTS","00:00:00","17:15:00",
"Jeudi","50000","105856","AQRCB","00:00:00","13:00:00",
"Jeudi","50013","102674","ATLAS TRAILER COACH PRODUCTS","00:00:00","16:30:00",
"Jeudi","50011","303629","AUTO COUNTRY MONTRÉAL","00:00:00","15:00:00","9h00-17h00"
"Jeudi","50011","102790","AUTRUCHE","00:00:00","13:00:00","Ferme 14h30"
"Jeudi","50017","302586","B&B C/O EKKINOX","00:00:00","14:00:00",
"Jeudi","50013","301166","BBQ QUÉBEC LONGUEUIL (B2C)","00:00:00","13:30:00",
"Jeudi","50017","103390","BEAUTE STAR INC ( MTL )","00:00:00","17:00:00",
"Jeudi","50001","302001","BENTLEY (WIPTEC)","00:00:00","18:30:00",
"Jeudi","50001","105491","BLC INT'L INC ( LE GROUPE )","00:00:00","16:45:00",
"Jeudi","50125","301114","BLINDS TO GO","00:00:00","00:00:00",
"Jeudi","50019","302041","BOUCLAIR","00:00:00","16:00:00",""
"Jeudi","50019","303280","BOUCLAIR 24 HEURES","00:00:00","16:00:00",""
"Jeudi","50016","107821","BROWNING CANADA SPORTS LTEE","00:00:00","15:30:00",""
"Jeudi","50016","107820","BROWNING CANADA SPORTS LTEE ( AAF )","00:00:00","15:30:00",
"Jeudi","50012","112008","BUROPRO CITATION ST HYACINTHE","00:00:00","00:00:00",""
"Jeudi","50013","167812","CADRES VERBEC INC","00:00:00","15:20:00",
"Jeudi","50014","103109","CAFE BARISTA INC","00:00:00","14:50:00",
"Jeudi","50129","303197","CAFE LIEGEOIS","00:00:00","10:00:00",""
"Jeudi","50019","302525","CAMBIUM DISTRIBUTION","00:00:00","16:45:00",
"Jeudi","50012","101680","CAMEMAT INC.","00:00:00","14:45:00",""
"Jeudi","50002","110997","CARDINAL COURRIERS LTEE","00:00:00","18:15:00",
"Jeudi","50001","303067","CATSPORTS","00:00:00","15:45:00",
"Jeudi","50004","112060","CHALUT DIV BEAUTY SYSTEMS GROUP INC","00:00:00","21:00:00",
"Jeudi","50010","301984","CHANTAL LACROIX B2C","00:00:00","13:30:00",""
"Jeudi","50016","112122","CHAUSSURES M&M FOOTWEAR","00:00:00","15:00:00",
"Jeudi","55609","303306","COLIBRI","00:00:00","17:30:00",""
"Jeudi","50004","113333","COMMONWEALTH PLYWOOD (BOUCH)","00:00:00","19:30:00",
"Jeudi","50001","301229","COMPASS GROUP CANADA/MA CAFÉINE","00:00:00","13:00:00",
"Jeudi","50012","300482","CONFORT EXCELFLEX (BLEU ECO)","00:00:00","14:00:00",
"Jeudi","55609","303557","COPICOM MONTRÉAL","00:00:00","14:00:00","toujours apporter 2 cages"
